courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
17600,50091,5064,"1,1,1,1,1,1,1,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",20,20
17600,50089,5111,"0,1,1,1,1,0,0,0,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50090,5063,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5106,"1,1,1,1,1,1,1,1,1,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50091,5092,"0,0,1,1,1,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5097,"1,1,1,1,1,1,1,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",20,20
17600,50089,5090,"1,1,1,0,1,1,1,1,0,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50089,5096,"1,1,1,0,1,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5104,"1,1,0,1,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",22,24
17600,50091,5058,"1,1,1,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50089,5065,"0,1,1,0,1,0,0,1,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50091,5066,"1,0,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5061,"0,0,1,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50089,5068,"1,1,1,1,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",24,24
17600,50091,5078,"0,0,1,1,1,1,0,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50089,5060,"1,1,1,0,0,0,1,1,1,0,1,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50089,5116,"1,1,1,0,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",22,24
17600,50090,5065,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5070,"1,1,1,1,0,0,0,0,1,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",14,24
17600,50089,5091,"1,0,0,0,1,0,1,0,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",12,24
17600,50089,5115,"1,1,1,1,1,1,0,1,1,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5105,"1,1,1,0,1,1,0,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5081,"1,1,1,1,1,0,1,0,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50091,5108,"1,0,1,1,0,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50089,5073,"0,0,1,1,1,0,0,0,1,1,0,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",10,24
17600,50089,5063,"1,0,1,0,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50089,5112,"1,1,0,1,0,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50091,5080,"1,1,1,1,1,1,0,0,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50090,5081,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5109,"1,1,1,1,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",24,24
17600,50089,5093,"0,0,1,0,1,1,0,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",16,24
17600,50091,5103,"1,1,1,1,1,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50089,5078,"1,1,0,0,0,0,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",16,24
17600,50089,5111,"1,1,1,1,1,0,0,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",20,24
17600,50091,5086,"1,1,1,1,1,1,0,0,1,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50091,5085,"1,1,1,1,1,1,1,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",20,20
17600,50089,5105,"1,1,1,1,1,1,0,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",22,24
17600,50086,5068,"1,0,1,0,0,0,0,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",10,20
17600,50091,5056,"1,0,0,1,0,1,1,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",8,20
17600,50091,5095,"1,1,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50090,5078,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5093,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5114,"1,1,1,1,0,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50091,5065,"1,0,0,1,0,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",6,20
17600,50091,5110,"0,0,1,1,0,1,0,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5057,"1,0,1,1,1,1,1,0,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",16,20
17600,50089,5107,"1,1,1,0,1,0,0,0,0,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,24
17600,50089,5102,"1,0,1,1,1,0,1,0,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50091,5099,"1,0,1,1,1,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",10,20
17600,50089,5087,"1,0,1,0,0,0,1,1,0,0,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",10,24
17600,50091,5062,"1,1,1,1,1,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5092,"0,1,1,1,1,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50090,5080,"1,1,0,1","4_2_4,4_2_5,3_1_3",6,8
17600,50091,5069,"1,0,1,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50091,5092,"0,1,1,1,1,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50091,5060,"1,0,0,1,1,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5079,"1,1,1,1,1,1,1,0,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50090,5057,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5098,"1,0,1,1,1,1,1,1,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50091,5084,"1,1,1,1,1,1,1,0,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50091,5063,"1,0,1,1,1,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",10,20
17600,50091,5076,"1,1,1,1,1,1,1,0,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50089,5082,"1,1,0,0,1,1,0,1,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",16,24
17600,50091,5070,"1,1,1,1,0,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50091,5072,"1,0,1,1,1,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",10,20
17600,50091,5115,"1,1,1,1,0,1,1,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5095,"1,1,1,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50091,5091,"1,0,0,1,1,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",8,20
17600,50091,5073,"0,1,1,1,0,0,1,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50090,5072,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50089,5074,"1,1,1,0,1,1,1,0,0,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",16,24
17600,50091,5059,"1,1,1,1,1,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50091,5075,"1,1,1,1,1,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50091,5093,"0,1,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5067,"1,0,0,1,1,1,1,0,1,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50089,5109,"1,1,1,1,1,1,1,1,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",24,24
17600,50089,5094,"1,0,1,0,0,0,0,0,1,1,0,0","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",8,24
17600,50090,5070,"1,1,1,0","4_2_4,4_2_5,3_1_3",6,8
17600,50091,5116,"1,1,1,1,1,1,0,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50091,5071,"1,0,1,1,1,1,1,1,1,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50091,5089,"1,1,1,1,1,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50090,5074,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5096,"1,1,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50089,5066,"1,1,1,0,1,0,1,0,1,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50091,5104,"1,1,1,1,0,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",16,20
17600,50091,5068,"1,1,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50089,5095,"1,1,0,1,1,1,0,1,1,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50089,5083,"1,0,1,0,0,0,1,0,1,0,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",12,24
17600,50090,5094,"1,1,0,0","4_2_4,4_2_5,3_1_3",4,8
17600,50091,5101,"1,0,1,1,1,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50091,5087,"0,0,0,0,0,1,1,1,1,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",8,20
17600,50091,5105,"1,1,1,1,0,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5111,"1,1,1,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50091,5082,"1,0,1,1,0,1,1,0,1,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50091,5081,"1,1,1,1,1,1,1,1,1,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",20,20
17600,50091,5102,"1,1,1,1,0,1,1,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50089,5077,"1,1,1,1,0,1,1,0,0,1,1,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",18,24
17600,50091,5119,"1,1,1,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",18,20
17600,50091,5088,"0,0,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",10,20
17600,50088,5056,"1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",28,40
17600,50090,5077,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5107,"1,1,1,1,0,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",12,20
17600,50088,5090,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",38,40
17600,50091,5094,"1,0,1,0,0,1,0,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",10,20
17600,50090,5090,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5074,"1,0,0,1,1,1,1,1,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50088,5055,"1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",34,40
17600,50091,5109,"1,1,1,1,1,1,0,0,0,1","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",14,20
17600,50088,5083,"1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1","2_1_2,2_1_1,2_1_3,2_4_1,2_4_4,2_4_2,2_4_3,2_4_5,2_2_2",30,40
17600,50089,5056,"0,1,0,0,0,0,0,0,0,1,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",6,24
17600,50090,5083,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50090,5056,"1,1,1,1","4_2_4,4_2_5,3_1_3",8,8
17600,50091,5077,"1,1,0,1,0,1,0,0,0,0","3_2_4,3_4_1,3_6_1,3_6_4,3_6_3,3_7_3,3_7_1,3_7_6,3_7_4,3_7_5,3_3_2",8,20
17600,50089,5055,"1,0,1,0,0,0,0,0,1,0,0,1","3_6_1,3_2_4,3_4_1,3_6_4,3_2_3,3_6_3,3_7_3,3_7_5",8,24
17600,50090,5055,"1,1,1,0","4_2_4,4_2_5,3_1_3",6,8
17600,50086,5090,"1,0,1,1,1,0,1,1,1,1","3_3_1,3_3_7,3_3_5,3_3_3,3_2_3,3_7_2,3_4_1,3_4_2,3_1_3,4_2_4,4_2_5",16,20
17600,-1,5095,"1,1,1,1,1,1,0","3_4_3,3_7_5",12,14
17600,-1,5095,1,3_3_4,2,2
17600,-1,5119,"1,1,1,1,1,1,1","3_7_5,2_2_1,6_1_2",14,14
17600,-1,5119,"1,1,1,1,1,1,1","6_1_2,6_1_3,6_1_4,2_1_1,6_1_1,1_2_5,1_2_6,1_2_7,6_1_5,6_1_6,6_1_7,1_2_3,1_2_4",14,14
17600,-1,5119,"1,1,1,1,1,1","2_1_1,2_1_3,6_1_1,6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7",12,12
17600,-1,5119,"1,1","2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,6_1_6,6_1_7",4,4
17600,-1,5119,"1,1,1,1,1,1,1","2_2_1,6_1_2,2_1_1,6_1_3,6_1_4,2_1_2",14,14
17600,-1,5076,"0,1,1,1,1,1,1","2_2_1,6_1_2,1_2_5,1_2_6,1_2_7,6_1_3,6_1_4,2_1_1,6_1_1,6_1_5,6_1_6,6_1_7",12,14
17600,-1,5076,"0,1,1,1,1,1","2_2_1,6_1_4,6_1_5,3_7_4,6_1_2,6_1_3,6_1_6,6_1_7",10,12
17600,-1,5064,"1,1,1,1,0,1,1","3_6_1,3_2_1,2_2_1,6_1_2",12,14
17600,-1,5064,"1,1,0,1,0,1,1","1_2_5,1_2_6,1_2_7,6_1_2,6_1_3,6_1_4,3_4_1,2_1_1,6_1_1,6_1_5,6_1_6,6_1_7",10,14
17600,-1,5064,"0,0,1,1,0,1,1","2_1_1,2_1_3,6_1_1,6_1_2,6_1_8,6_3_1,6_3_2,3_3_7,3_4_1",8,14
17600,-1,5069,"1,1,1,1,1,1,1","3_6_1,3_2_3,3_7_5,3_4_1,1_2_8",14,14
17600,-1,5069,"1,1,1,1,1,1,1","3_6_1,3_2_3,3_7_5,3_4_1,1_2_8",14,14
17600,-1,5069,"1,1,1,1,1,0,1","3_6_1,3_6_4,1_2_5,1_2_6,1_2_7,6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7,1_2_3,1_2_4",12,14
17600,-1,5069,"1,1,1,1,1,1,1","2_2_1,6_1_2,6_1_3,6_1_4,2_1_1,2_1_3,6_1_1",14,14
17600,-1,5069,"1,1,1","2_2_1,6_1_4,6_1_5,6_1_2,6_1_3,6_1_6,6_1_7,1_2_3,1_2_4,1_2_5,1_2_6,1_2_7",6,6
17600,-1,5069,"1,1,0,1,1,0,1","1_2_5,6_1_2,6_1_3,6_1_4,2_1_1,2_1_2,1_2_6,1_2_7",10,14
17600,-1,5069,"1,1,1,1,1,1,1",2_1_2,14,14
17600,-1,5069,"1,1,1,1,1,1,1","2_2_1,6_1_2,6_1_3,6_1_4,2_1_1,2_1_3,6_1_1",14,14
17600,-1,5069,"1,1","6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7,1_2_3,1_2_4,1_2_5,1_2_6,1_2_7",4,4
17600,-1,5069,"1,1,1,1,1,1,1","1_2_5,6_1_2,6_1_3,6_1_4,2_2_1,6_1_5,2_1_1,2_1_2",14,14
17600,-1,5119,1,"6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7",2,2
17600,-1,5119,"1,1,1,1,1,1,1","3_2_3,3_7_2,1_2_5,3_3_1,3_4_3",14,14
17600,-1,5119,"0,1,1,1,1,1,1","3_2_1,2_1_2,1_1_3,3_7_2,3_3_2",12,14
17600,-1,5076,1,"6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7",2,2
17600,-1,5076,1,"6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7",2,2
17600,-1,5076,"1,1,1,1,1,1,1","3_2_3,3_7_2,1_2_5,3_3_1,3_4_3",14,14
17600,-1,5086,"1,1,1,1,1,1,1","1_1_3,3_2_1,3_7_6",14,14
17600,-1,5119,"1,1,1,1,1,1,1","3_6_1,3_2_1,3_4_1",14,14
17600,-1,5086,"1,1,1,0,0,1,1","3_3_2,1_2_5,1_2_6,1_2_7,6_1_2,6_1_3,6_1_4,2_1_1,6_1_1",10,14
17600,-1,5086,"1,1,1,0,0,1,1","3_3_2,1_2_5,1_2_6,1_2_7,6_1_2,6_1_3,6_1_4,2_1_1,6_1_1",10,14
17600,-1,5086,"1,1,1,0,1,1,0","1_2_5,6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7,1_2_2,1_2_3,1_2_4,1_2_6,1_2_7,2_2_1,3_7_4",10,14
17600,-1,5119,"1,1,1,1,1,1,1","3_2_3,3_7_2,3_6_4,1_1_3",14,14
17600,-1,5086,"1,0,1,0,1,1,0","2_2_1,6_1_2,2_1_1,2_1_3,6_1_1,6_1_3,6_1_4",8,14
17600,-1,5086,"1,0,1,1,1,1,1","2_1_1,6_1_8,6_3_1,6_3_2,6_1_1,2_1_3,2_4_2,2_4_3,2_4_4",12,14
17600,-1,5086,"1,1,1,1,1,1,1","2_4_4,2_4_2,2_4_1,2_4_3,2_4_5,2_1_1",14,14
17600,-1,5086,"1,1,1,1,1,1,1","3_3_2,6_1_2,6_1_3,6_1_4,6_1_5,6_1_6,6_1_7,1_2_2,1_2_3,1_2_4,1_2_5,1_2_6,1_2_7,2_1_1,6_1_8,6_3_1,6_3_2",14,14
17600,-1,5086,"1,1,1,0,1,1,1","2_1_2,6_1_2,6_1_3,2_1_1,2_1_3,2_2_1",12,14
17600,-1,5086,"1,1,1,1,1,1,1","6_1_2,6_1_3,6_1_4,2_2_1,6_1_5,2_1_1,3_7_4,6_1_1",14,14
17600,-1,5064,"1,1,1,1,1,1,1","2_2_1,6_1_2,2_1_3,2_4_2,2_4_3,2_4_4,1_2_2,1_2_3,1_2_4,1_2_5,1_2_6,1_2_7,2_1_1,6_1_3,6_1_4,2_1_2",14,14
17600,-1,5064,"1,0,1,1,1,1,1","1_2_5,2_4_2,2_4_1,2_4_3,2_4_4,2_4_5,3_3_7",12,14
17600,-1,5059,"1,1,1,1,1,0,1","3_7_5,1_2_5,1_2_6,1_2_7",12,14
17600,-1,5119,"1,1,1,1,1,1,1","3_7_2,3_6_4,3_2_3,1_1_3,1_1_1",14,14
17600,-1,5119,"1,1,1,1,1,1,1","3_6_3,1_1_1,3_7_2,1_2_8,3_7_5,3_2_3,3_2_1",14,14
17600,-1,5119,"1,1,1,1,1,1,1","1_1_2,2_4_4,3_2_1,3_2_4,3_1_3,3_7_2,3_3_1",14,14
17600,-1,5119,"1,1,1,1,1,1,1","3_1_2,3_1_3,2_2_2,3_2_1,3_2_4,3_6_1,3_7_5",14,14
17600,-1,5064,"1,1,1","1_2_5,1_2_6,1_2_7,2_1_1,6_1_8,6_3_1,6_3_2,1_2_3,1_2_4",6,6
17600,-1,5064,"1,1,1,1,1,1,0","3_2_3,3_7_2,3_3_1,3_4_3,3_2_1",12,14
17600,-1,5057,"1,1,1,1,1,0,1","3_6_3,3_7_5,2_2_1,6_1_2,3_3_2,6_1_1,3_4_1,3_2_4",12,14
17600,-1,5059,"1,1,1,0,0","1_2_3,1_2_4,1_2_5,1_2_6,1_2_7,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,3_7_4",6,10
17600,-1,5059,"1,1,1,1,1,1,1","1_2_5,2_1_3,2_4_2,2_4_3,2_4_4,2_4_1",14,14
17600,-1,5059,"1,1,1,1,1,1","1_2_5,1_2_6,1_2_7,1_2_3,1_2_4,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,3_7_4",12,12
